Data,Produto,Categoria,Quantidade Vendida,Preço Unitário,Total de Vendas,Loja,ID
7/4/2024,Tablet C,Celular,14,800,71200,Loja 1,417
11/22/2024,Smartfone B,Celular,14,2000,82000,Loja 1,418
10/31/2024,Tablet A,Celular,14,1100,24200,Loja 1,419
2/14/2024,Tablet B,Celular,15,1000,72000,Loja 1,420
7/26/2024,Tablet A,Celular,15,1100,72600,Loja 1,421
4/24/2024,Notebook A,Computadores,15,3000,69000,Loja 1,422
7/28/2024,Smartfone B,Celular,15,2000,38000,Loja 1,423
6/30/2024,Tablet B,Celular,15,1000,41000,Loja 1,424
11/16/2024,Tablet C,Celular,15,800,36000,Loja 1,425
7/3/2024,Smartfone B,Celular,15,2000,64000,Loja 1,426
4/4/2024,Tablet B,Celular,15,1000,4000,Loja 1,427
6/14/2024,Tablet B,Celular,15,1000,92000,Loja 1,428
12/23/2024,Tablet B,Celular,15,1000,22000,Loja 1,429
9/21/2024,Smartfone A,Celular,15,2200,4400,Loja 1,430
12/28/2024,Tablet A,Celular,15,1100,101200,Loja 1,431
1/12/2024,Smartfone B,Celular,15,2000,162000,Loja 1,432
10/14/2024,Tablet B,Celular,15,1000,48000,Loja 1,433
5/14/2024,Notebook B,Computadores,15,2500,157500,Loja 1,434
9/13/2024,Tablet B,Celular,15,1000,42000,Loja 1,435
11/21/2024,Notebook B,Computadores,15,2500,42500,Loja 1,436
5/10/2024,Smartfone B,Celular,16,2000,162000,Loja 1,437
5/29/2024,Notebook A,Computadores,16,3000,189000,Loja 1,438
10/15/2024,Notebook B,Computadores,16,2500,137500,Loja 1,439
5/19/2024,Notebook B,Computadores,16,2500,192500,Loja 1,440
11/26/2024,Tablet A,Celular,16,1100,71500,Loja 1,441
4/3/2024,Notebook A,Computadores,16,3000,279000,Loja 1,442
12/30/2024,Notebook A,Computadores,16,3000,267000,Loja 1,443
4/21/2024,Tablet A,Celular,16,1100,2200,Loja 1,444
2/5/2024,Smartfone B,Celular,16,2000,38000,Loja 1,445
8/8/2024,Tablet B,Celular,16,1000,42000,Loja 1,446
10/7/2024,Tablet B,Celular,16,1000,17000,Loja 1,447
4/17/2024,Tablet B,Celular,16,1000,86000,Loja 1,448
11/9/2024,Smartfone B,Celular,16,2000,38000,Loja 1,449
7/17/2024,Tablet B,Celular,16,1000,36000,Loja 1,450
3/25/2024,Tablet B,Celular,16,1000,67000,Loja 1,451
6/25/2024,Smartfone A,Celular,16,2200,138600,Loja 1,452
2/11/2024,Tablet A,Celular,16,1100,92400,Loja 1,453
10/9/2024,Tablet B,Celular,16,1000,87000,Loja 1,454
1/31/2024,Notebook B,Computadores,16,2500,55000,Loja 1,455
4/10/2024,Smartfone B,Celular,16,2000,146000,Loja 1,456
5/16/2024,Tablet A,Celular,16,1100,67100,Loja 1,457
7/29/2024,Tablet A,Celular,16,1100,26400,Loja 1,458
12/11/2024,Tablet B,Celular,16,1000,34000,Loja 1,459
8/21/2024,Tablet B,Celular,16,1000,42000,Loja 1,460
1/12/2024,Smartfone B,Celular,16,2000,58000,Loja 1,461
9/20/2024,Smartfone B,Celular,16,2000,46000,Loja 1,462
5/1/2024,Smartfone B,Celular,16,2000,118000,Loja 1,463
1/26/2024,Tablet B,Celular,16,1000,86000,Loja 1,464
7/20/2024,Smartfone B,Celular,16,2000,168000,Loja 1,465
7/1/2024,Notebook B,Computadores,16,2500,70000,Loja 1,466
5/11/2024,Smartfone B,Celular,17,2000,-4000,Loja 1,467
2/11/2024,Tablet B,Celular,17,1000,5000,Loja 1,468
5/12/2024,Tablet B,Celular,17,1000,21000,Loja 1,469
3/28/2024,Smartfone B,Celular,17,2000,144000,Loja 1,470
7/19/2024,Tablet B,Celular,17,1000,27000,Loja 1,471
5/17/2024,Tablet B,Celular,17,1000,39000,Loja 1,472
9/25/2024,Smartfone B,Celular,17,2000,182000,Loja 1,473
6/9/2024,Tablet B,Celular,17,1000,1000,Loja 1,474
10/20/2024,Smartfone A,Celular,17,2200,127600,Loja 1,475
9/9/2024,Tablet B,Celular,17,1000,61000,Loja 1,476
5/18/2024,Smartfone B,Celular,17,2000,126000,Loja 1,477
3/5/2024,Notebook B,Computadores,17,2500,210000,Loja 1,478
2/27/2024,Tablet B,Celular,17,1000,31000,Loja 1,479
4/5/2024,Smartfone A,Celular,17,2200,121000,Loja 1,480
7/27/2024,Tablet B,Celular,17,1000,24000,Loja 1,481
11/5/2024,Tablet B,Celular,17,1000,97000,Loja 1,482
10/3/2024,Tablet B,Celular,17,1000,39000,Loja 1,483
5/20/2024,Tablet C,Celular,17,800,56000,Loja 1,484
7/2/2024,Tablet C,Celular,17,800,29600,Loja 1,485
11/30/2024,Tablet A,Celular,17,1100,57200,Loja 1,486
8/28/2024,Notebook B,Computadores,17,2500,190000,Loja 1,487
9/24/2024,Smartfone B,Celular,17,2000,144000,Loja 1,488
6/22/2024,Tablet B,Celular,17,1000,69000,Loja 1,489
6/1/2024,Smartfone B,Celular,17,2000,156000,Loja 1,490
11/21/2024,Tablet A,Celular,17,1100,16500,Loja 1,491
8/29/2024,Tablet B,Celular,17,1000,84000,Loja 1,492
3/8/2024,Smartfone B,Celular,17,2000,132000,Loja 1,493
11/22/2024,Notebook B,Computadores,17,2500,172500,Loja 1,494
7/29/2024,Tablet B,Celular,17,1000,88000,Loja 1,495
8/5/2024,Smartfone B,Celular,17,2000,88000,Loja 1,496
10/27/2024,Smartfone B,Celular,17,2000,76000,Loja 1,497
10/25/2024,Smartfone B,Celular,17,2000,62000,Loja 1,498
3/7/2024,Tablet A,Celular,17,1100,78100,Loja 1,499
2/19/2024,Notebook B,Computadores,17,2500,52500,Loja 1,500
3/7/2024,Tablet B,Celular,17,1000,40000,Loja 1,501
11/29/2024,Tablet B,Celular,17,1000,59000,Loja 1,502
11/4/2024,Tablet B,Celular,18,1000,49000,Loja 1,503
11/27/2024,Notebook A,Computadores,18,3000,21000,Loja 1,504
5/6/2024,Tablet B,Celular,18,1000,82000,Loja 1,505
12/17/2024,Tablet A,Celular,18,1100,20900,Loja 1,506
11/18/2024,Notebook A,Computadores,18,3000,120000,Loja 1,507
11/19/2024,Tablet A,Celular,18,1100,15400,Loja 1,508
5/24/2024,Smartfone B,Celular,18,2000,180000,Loja 1,509
6/28/2024,Smartfone B,Celular,18,2000,20000,Loja 1,510
4/8/2024,Tablet B,Celular,18,1000,19000,Loja 1,511
7/27/2024,Smartfone B,Celular,18,2000,4000,Loja 1,512
3/12/2024,Tablet C,Celular,18,800,1600,Loja 1,513
3/31/2024,Tablet A,Celular,18,1100,48400,Loja 1,514
10/4/2024,Tablet A,Celular,18,1100,37400,Loja 1,515
2/27/2024,Tablet B,Celular,18,1000,22000,Loja 1,516
4/19/2024,Notebook A,Computadores,18,3000,183000,Loja 1,517
7/17/2024,Smartfone B,Celular,18,2000,72000,Loja 1,518
10/24/2024,Smartfone A,Celular,18,2200,70400,Loja 1,519
11/27/2024,Smartfone A,Celular,18,2200,178200,Loja 1,520
8/26/2024,Tablet B,Celular,18,1000,82000,Loja 1,521
12/21/2024,Tablet C,Celular,18,800,67200,Loja 1,522
5/26/2024,Tablet C,Celular,18,800,48800,Loja 1,523
6/3/2024,Tablet A,Celular,18,1100,1100,Loja 1,524
9/14/2024,Tablet B,Celular,18,1000,37000,Loja 1,525
4/8/2024,Notebook B,Computadores,18,2500,147500,Loja 1,526
6/3/2024,Notebook A,Computadores,18,3000,291000,Loja 1,527
3/4/2024,Smartfone B,Celular,18,2000,110000,Loja 1,528
12/21/2024,Tablet A,Celular,18,1100,44000,Loja 1,529
5/6/2024,Tablet B,Celular,18,1000,29000,Loja 1,530
5/24/2024,Tablet A,Celular,18,1100,3300,Loja 1,531
3/11/2024,Tablet B,Celular,18,1000,42000,Loja 1,532
2/18/2024,Tablet B,Celular,18,1000,36000,Loja 1,533
8/20/2024,Notebook B,Computadores,18,2500,142500,Loja 1,534
7/28/2024,Tablet A,Celular,18,1100,17600,Loja 1,535
11/17/2024,Smartfone B,Celular,18,2000,148000,Loja 1,536
10/13/2024,Notebook B,Computadores,18,2500,165000,Loja 1,537
2/7/2024,Tablet B,Celular,18,1000,66000,Loja 1,538
1/14/2024,Tablet B,Celular,19,1000,79000,Loja 1,539
4/27/2024,Smartfone B,Celular,19,2000,,Loja 1,540
5/25/2024,Smartfone A,Celular,19,2200,8800,Loja 1,541
3/7/2024,Tablet C,Celular,19,800,16000,Loja 1,542
3/2/2024,Tablet B,Celular,19,1000,77000,Loja 1,543
10/29/2024,Smartfone B,Celular,19,2000,44000,Loja 1,544
9/18/2024,Tablet B,Celular,19,1000,17000,Loja 1,545
5/16/2024,Notebook B,Computadores,19,2500,42500,Loja 1,546
4/29/2024,Notebook B,Computadores,19,2500,100000,Loja 1,547
3/29/2024,Smartfone B,Celular,19,2000,60000,Loja 1,548
9/30/2024,Smartfone B,Celular,19,2000,188000,Loja 1,549
12/1/2024,Notebook B,Computadores,19,2500,95000,Loja 1,550
8/12/2024,Smartfone B,Celular,19,2000,86000,Loja 1,551
7/13/2024,Tablet C,Celular,19,800,40000,Loja 1,552
7/20/2024,Smartfone A,Celular,19,2200,184800,Loja 1,553
1/7/2024,Tablet A,Celular,19,1100,6600,Loja 1,554
12/14/2024,Tablet B,Celular,19,1000,47000,Loja 1,555
10/2/2024,Smartfone B,Celular,19,2000,156000,Loja 1,556
12/27/2024,Tablet B,Celular,19,1000,6000,Loja 1,557
12/22/2024,Notebook A,Computadores,19,3000,90000,Loja 1,558
5/25/2024,Notebook B,Computadores,19,2500,240000,Loja 1,559
11/20/2024,Tablet A,Celular,19,1100,61600,Loja 1,560
2/5/2024,Tablet A,Celular,19,1100,19800,Loja 1,561
10/31/2024,Smartfone B,Celular,19,2000,126000,Loja 1,562
5/8/2024,Tablet A,Celular,19,1100,82500,Loja 1,563
2/29/2024,Smartfone B,Celular,19,2000,126000,Loja 1,564
8/5/2024,Tablet C,Celular,19,800,24000,Loja 1,565
6/20/2024,Notebook A,Computadores,19,3000,54000,Loja 1,566
6/26/2024,Smartfone B,Celular,19,2000,22000,Loja 1,567
11/20/2024,Smartfone A,Celular,19,2200,195800,Loja 1,568
8/25/2024,Tablet A,Celular,19,1100,7700,Loja 1,569
8/13/2024,Tablet C,Celular,19,800,0,Loja 1,570
4/2/2024,Notebook B,Computadores,19,2500,50000,Loja 1,571
11/11/2024,Tablet C,Celular,19,800,28800,Loja 1,572
9/9/2024,Tablet B,Celular,19,1000,11000,Loja 1,573
11/3/2024,Tablet C,Celular,19,800,14400,Loja 1,574
7/19/2024,Tablet B,Celular,19,1000,11000,Loja 1,575
5/27/2024,Tablet B,Celular,19,1000,41000,Loja 1,576
8/20/2024,Tablet A,Celular,19,1100,11000,Loja 1,577
8/18/2024,Tablet A,Celular,19,1100,49500,Loja 1,578
10/6/2024,Tablet A,Celular,19,1100,16500,Loja 1,579
3/27/2024,Tablet B,Celular,20,1000,30000,Loja 1,580
2/19/2024,Notebook A,Computadores,20,3000,42000,Loja 1,581
10/10/2024,Tablet B,Celular,20,1000,88000,Loja 1,582
1/15/2024,Tablet B,Celular,20,1000,89000,Loja 1,583
7/26/2024,Notebook A,Computadores,20,3000,78000,Loja 1,584
3/26/2024,Tablet A,Celular,20,1100,20900,Loja 1,585
4/12/2024,Tablet B,Celular,20,1000,18000,Loja 1,586
8/22/2024,Tablet B,Celular,20,1000,9000,Loja 1,587
3/3/2024,Tablet B,Celular,20,1000,45000,Loja 1,588
2/2/2024,Notebook B,Computadores,20,2500,210000,Loja 1,589
6/2/2024,Notebook A,Computadores,20,3000,21000,Loja 1,590
4/15/2024,Tablet B,Celular,20,1000,96000,Loja 1,591
5/8/2024,Smartfone A,Celular,20,2200,39600,Loja 1,592
5/21/2024,Tablet A,Celular,20,1100,1100,Loja 1,593
3/8/2024,Tablet B,Celular,20,1000,23000,Loja 1,594
6/25/2024,Smartfone B,Celular,20,2000,156000,Loja 1,595
4/2/2024,Tablet B,Celular,20,1000,66000,Loja 1,596
2/7/2024,Smartfone B,Celular,20,2000,32000,Loja 1,597
9/7/2024,Tablet B,Celular,20,1000,57000,Loja 1,598
9/7/2024,Tablet A,Celular,20,1100,28600,Loja 1,599
3/27/2024,Smartfone A,Celular,20,2200,129800,Loja 1,600
4/6/2024,Notebook A,Computadores,20,3000,279000,Loja 1,601
12/13/2024,Smartfone A,Celular,20,2200,96800,Loja 1,602
5/18/2024,Notebook A,Computadores,20,3000,60000,Loja 1,603
12/22/2024,Tablet A,Celular,20,1100,73700,Loja 1,604
4/13/2024,Notebook A,Computadores,20,3000,57000,Loja 1,605
11/28/2024,Tablet C,Celular,20,800,74400,Loja 1,606
11/13/2024,Tablet B,Celular,20,1000,52000,Loja 1,607
8/14/2024,Tablet B,Celular,20,1000,58000,Loja 1,608
3/28/2024,Smartfone B,Celular,20,2000,178000,Loja 1,609
7/24/2024,Smartfone B,Celular,20,2000,128000,Loja 1,610
4/17/2024,Tablet B,Celular,20,1000,74000,Loja 1,611
1/30/2024,Notebook B,Computadores,20,2500,210000,Loja 1,612
11/6/2024,Smartfone B,Celular,20,2000,110000,Loja 1,613
4/5/2024,Notebook A,Computadores,20,3000,192000,Loja 1,614
10/16/2024,Tablet A,Celular,20,1100,37400,Loja 1,615
7/9/2024,Smartfone B,Celular,21,2000,176000,Loja 1,616
11/3/2024,Tablet C,Celular,21,800,27200,Loja 1,617
9/15/2024,Notebook B,Computadores,21,2500,2500,Loja 1,618
1/21/2024,Tablet B,Celular,21,1000,4000,Loja 1,619
11/15/2024,Smartfone B,Celular,21,2000,140000,Loja 1,620
11/19/2024,Tablet A,Celular,21,1100,8800,Loja 1,621
8/15/2024,Tablet B,Celular,21,1000,44000,Loja 1,622
6/22/2024,Smartfone B,Celular,21,2000,130000,Loja 1,623
9/9/2024,Tablet B,Celular,21,1000,20000,Loja 1,624
8/29/2024,Smartfone B,Celular,21,2000,114000,Loja 1,625
12/25/2024,Tablet A,Celular,21,1100,58300,Loja 1,626
2/8/2024,Tablet A,Celular,21,1100,73700,Loja 1,627
10/16/2024,Notebook B,Computadores,21,2500,165000,Loja 1,628
8/31/2024,Tablet B,Celular,21,1000,18000,Loja 1,629
12/3/2024,Notebook B,Computadores,21,2500,22500,Loja 1,630
2/17/2024,Tablet C,Celular,21,800,30400,Loja 1,631
7/19/2024,Tablet B,Celular,21,1000,31000,Loja 1,632
5/5/2024,Notebook B,Computadores,21,2500,120000,Loja 1,633
10/30/2024,Tablet A,Celular,21,1100,99000,Loja 1,634
2/22/2024,Tablet B,Celular,21,1000,31000,Loja 1,635
4/23/2024,Tablet B,Celular,21,1000,34000,Loja 1,636
1/15/2024,Tablet B,Celular,22,1000,69000,Loja 1,637
11/7/2024,Notebook B,Computadores,22,2500,105000,Loja 1,638
8/17/2024,Tablet A,Celular,22,1100,39600,Loja 1,639
8/2/2024,Tablet B,Celular,22,1000,9000,Loja 1,640
6/5/2024,Notebook B,Computadores,22,2500,45000,Loja 1,641
6/12/2024,Tablet A,Celular,22,1100,4400,Loja 1,642
6/9/2024,Notebook A,Computadores,22,3000,39000,Loja 1,643
5/4/2024,Smartfone A,Celular,22,2200,74800,Loja 1,644
4/13/2024,Smartfone B,Celular,22,2000,52000,Loja 1,645
1/5/2024,Smartfone B,Celular,22,2000,16000,Loja 1,646
12/19/2024,Notebook B,Computadores,22,2500,115000,Loja 1,647
12/8/2024,Tablet A,Celular,22,1100,81400,Loja 1,648
8/21/2024,Smartfone A,Celular,22,2200,149600,Loja 1,649
8/28/2024,Tablet B,Celular,22,1000,92000,Loja 1,650
6/3/2024,Tablet A,Celular,22,1100,20900,Loja 1,651
5/22/2024,Smartfone B,Celular,22,2000,14000,Loja 1,652
6/10/2024,Smartfone B,Celular,22,2000,104000,Loja 1,653
12/16/2024,Smartfone A,Celular,22,2200,74800,Loja 1,654
3/10/2024,Notebook A,Computadores,22,3000,15000,Loja 1,655
8/23/2024,Tablet A,Celular,22,1100,33000,Loja 1,656
8/28/2024,Smartfone B,Celular,22,2000,116000,Loja 1,657
11/19/2024,Tablet B,Celular,22,1000,92000,Loja 1,658
2/4/2024,Tablet B,Celular,22,1000,20000,Loja 1,659
4/16/2024,Notebook A,Computadores,22,3000,273000,Loja 1,660
8/30/2024,Notebook B,Computadores,22,2500,210000,Loja 1,661
12/6/2024,Notebook A,Computadores,22,3000,264000,Loja 1,662
5/6/2024,Tablet B,Celular,22,1000,27000,Loja 1,663
4/3/2024,Tablet B,Celular,22,1000,80000,Loja 1,664
12/6/2024,Tablet B,Celular,22,1000,91000,Loja 1,665
6/3/2024,Smartfone A,Celular,22,2200,171600,Loja 1,666
8/11/2024,Smartfone B,Celular,22,2000,136000,Loja 1,667
7/12/2024,Smartfone B,Celular,23,2000,108000,Loja 1,668
6/27/2024,Tablet B,Celular,23,1000,98000,Loja 1,669
7/20/2024,Smartfone B,Celular,23,2000,196000,Loja 1,670
7/20/2024,Notebook B,Computadores,23,2500,90000,Loja 1,671
9/24/2024,Smartfone B,Celular,23,2000,184000,Loja 1,672
8/22/2024,Tablet B,Celular,23,1000,28000,Loja 1,673
1/19/2024,Notebook A,Computadores,23,3000,273000,Loja 1,674
7/7/2024,Tablet B,Celular,23,1000,55000,Loja 1,675
12/1/2024,Tablet B,Celular,23,1000,52000,Loja 1,676
10/26/2024,Tablet A,Celular,23,1100,56100,Loja 1,677
9/26/2024,Notebook A,Computadores,23,3000,114000,Loja 1,678
7/20/2024,Smartfone B,Celular,23,,0,Loja 1,679
9/14/2024,Notebook B,Computadores,23,2500,155000,Loja 1,680
2/29/2024,Smartfone B,Celular,23,2000,102000,Loja 1,681
5/1/2024,Tablet A,Celular,23,1100,25300,Loja 1,682
11/10/2024,Tablet A,Celular,23,1100,27500,Loja 1,683
2/21/2024,Tablet A,Celular,23,1100,8800,Loja 1,684
8/2/2024,Notebook B,Computadores,23,2500,217500,Loja 1,685
5/22/2024,Smartfone B,Celular,23,2000,190000,Loja 1,686
10/14/2024,Notebook B,Computadores,23,2500,145000,Loja 1,687
1/1/2024,Notebook B,Computadores,23,2500,245000,Loja 1,688
1/15/2024,Tablet A,Celular,23,1100,66000,Loja 1,689
12/9/2024,Smartfone A,Celular,23,2200,149600,Loja 1,690
6/20/2024,Smartfone B,Celular,23,2000,194000,Loja 1,691
12/10/2024,Smartfone B,Celular,23,2000,28000,Loja 1,692
9/19/2024,Smartfone B,Celular,23,2000,20000,Loja 1,693
6/26/2024,Tablet B,Celular,23,1000,86000,Loja 1,694
5/18/2024,Smartfone A,Celular,23,2200,88000,Loja 1,695
12/28/2024,Tablet B,Celular,23,1000,61000,Loja 1,696
1/11/2024,Tablet B,Celular,23,1000,93000,Loja 1,697
9/23/2024,Notebook A,Computadores,23,3000,258000,Loja 1,698
8/6/2024,Tablet B,Celular,23,1000,41000,Loja 1,699
4/3/2024,Tablet B,Celular,23,1000,73000,Loja 1,700
1/18/2024,Tablet A,Celular,24,1100,15400,Loja 1,701
4/1/2024,Smartfone B,Celular,24,2000,148000,Loja 1,702
10/29/2024,Tablet B,Celular,24,1000,46000,Loja 1,703
8/14/2024,Tablet B,Celular,24,1000,81000,Loja 1,704
2/21/2024,Smartfone B,Celular,24,2000,62000,Loja 1,705
7/31/2024,Tablet A,Celular,24,1100,69300,Loja 1,706
4/13/2024,Tablet B,Celular,24,1000,38000,Loja 1,707
11/25/2024,Tablet B,Celular,24,1000,55000,Loja 1,708
7/25/2024,Tablet B,Celular,24,1000,69000,Loja 1,709
1/11/2024,Tablet C,Celular,24,800,14400,Loja 1,710
11/18/2024,Tablet B,Celular,24,1000,55000,Loja 1,711
9/16/2024,Notebook B,Computadores,24,2500,210000,Loja 1,712
8/28/2024,Smartfone B,Celular,24,2000,68000,Loja 1,713
11/23/2024,Smartfone B,Celular,24,2000,110000,Loja 1,714
1/22/2024,Notebook A,Computadores,24,3000,102000,Loja 1,715
6/10/2024,Notebook B,Computadores,24,2500,132500,Loja 1,716
12/14/2024,Tablet B,Celular,24,1000,56000,Loja 1,717
5/12/2024,Smartfone B,Celular,24,2000,62000,Loja 1,718
2/23/2024,Smartfone B,Celular,24,2000,24000,Loja 1,719
3/11/2024,Tablet B,Celular,24,1000,78000,Loja 1,720
10/23/2024,Tablet A,Celular,24,1100,82500,Loja 1,721
7/24/2024,Smartfone B,Celular,24,2000,82000,Loja 1,722
12/24/2024,Notebook B,Computadores,24,2500,167500,Loja 1,723
4/25/2024,Tablet C,Celular,25,800,30400,Loja 1,724
2/22/2024,Smartfone B,Celular,25,2000,148000,Loja 1,725
6/1/2024,Smartfone B,Celular,25,2000,138000,Loja 1,726
7/16/2024,Tablet B,Celular,25,1000,47000,Loja 1,727
3/24/2024,Smartfone B,Celular,25,2000,40000,Loja 1,728
8/11/2024,Smartfone B,Celular,25,2000,94000,Loja 1,729
2/23/2024,Notebook A,Computadores,25,3000,99000,Loja 1,730
8/1/2024,Tablet A,Celular,25,1100,51700,Loja 1,731
6/7/2024,Notebook B,Computadores,25,2500,187500,Loja 1,732
10/1/2024,Notebook B,Computadores,25,2500,245000,Loja 1,733
5/2/2024,Notebook B,Computadores,25,2500,57500,Loja 1,734
11/11/2024,Smartfone B,Celular,25,2000,156000,Loja 1,735
4/29/2024,Notebook B,Computadores,25,2500,210000,Loja 1,736
12/19/2024,Tablet A,Celular,25,1100,59400,Loja 1,737
1/16/2024,Tablet A,Celular,25,1100,88000,Loja 1,738
3/1/2024,Tablet B,Celular,25,1000,20000,Loja 1,739
5/26/2024,Notebook B,Computadores,25,2500,15000,Loja 1,740
2/25/2024,Tablet B,Celular,25,1000,58000,Loja 1,741
9/18/2024,Tablet A,Celular,25,1100,68200,Loja 1,742
11/16/2024,Tablet B,Celular,25,1000,83000,Loja 1,743
4/27/2024,Tablet B,Celular,25,1000,45000,Loja 1,744
7/1/2024,Tablet A,Celular,25,1100,78100,Loja 1,745
11/28/2024,Smartfone B,Celular,25,2000,2000,Loja 1,746
2/6/2024,Tablet C,Celular,25,800,36800,Loja 1,747
5/31/2024,Tablet B,Celular,25,1000,77000,Loja 1,748
11/29/2024,Tablet B,Celular,25,1000,98000,Loja 1,749
4/26/2024,Tablet B,Celular,25,1000,29000,Loja 1,750
10/7/2024,Smartfone B,Celular,25,2000,68000,Loja 1,751
2/12/2024,Tablet A,Celular,25,1100,85800,Loja 1,752
10/23/2024,Tablet B,Celular,25,1000,24000,Loja 1,753
8/6/2024,Tablet B,Celular,26,1000,59000,Loja 1,754
11/29/2024,Tablet A,Celular,26,1100,40700,Loja 1,755
6/11/2024,Notebook A,Computadores,26,3000,24000,Loja 1,756
9/12/2024,Smartfone B,Celular,26,2000,110000,Loja 1,757
6/1/2024,Smartfone B,Celular,26,2000,130000,Loja 1,758
6/25/2024,Tablet B,Celular,26,1000,73000,Loja 1,759
9/3/2024,Tablet B,Celular,26,1000,92000,Loja 1,760
1/5/2024,Smartfone B,Celular,26,2000,154000,Loja 1,761
7/31/2024,Tablet C,Celular,26,800,70400,Loja 1,762
2/29/2024,Tablet B,Celular,26,1000,85000,Loja 1,763
5/15/2024,Tablet A,Celular,26,1100,64900,Loja 1,764
4/5/2024,Smartfone B,Celular,26,2000,172000,Loja 1,765
7/18/2024,Notebook B,Computadores,26,2500,240000,Loja 1,766
7/26/2024,Tablet B,Celular,26,1000,40000,Loja 1,767
6/4/2024,Smartfone A,Celular,26,2200,0,Loja 1,768
9/5/2024,Tablet B,Celular,26,1000,8000,Loja 1,769
11/16/2024,Tablet C,Celular,26,800,53600,Loja 1,770
3/13/2024,Tablet B,Celular,26,1000,48000,Loja 1,771
6/1/2024,Tablet A,Celular,26,1100,73700,Loja 1,772
6/24/2024,Tablet A,Celular,26,1100,45100,Loja 1,773
2/12/2024,Notebook B,Computadores,26,2500,150000,Loja 1,774
2/25/2024,Tablet A,Celular,26,1100,79200,Loja 1,775
7/8/2024,Tablet A,Celular,26,1100,5500,Loja 1,776
1/28/2024,Notebook B,Computadores,26,2500,27500,Loja 1,777
6/29/2024,Tablet B,Celular,26,1000,63000,Loja 1,778
8/14/2024,Tablet B,Celular,26,1000,97000,Loja 1,779
8/8/2024,Tablet B,Celular,27,1000,47000,Loja 1,780
5/9/2024,Tablet A,Celular,27,1100,7700,Loja 1,781
9/3/2024,Tablet B,Celular,27,1000,61000,Loja 1,782
1/12/2024,Smartfone B,Celular,27,2000,38000,Loja 1,783
12/9/2024,Tablet A,Celular,27,1100,99000,Loja 1,784
10/28/2024,Tablet B,Celular,27,1000,91000,Loja 1,785
11/22/2024,Tablet A,Celular,27,1100,33000,Loja 1,786
7/22/2024,Tablet C,Celular,27,800,36000,Loja 1,787
7/17/2024,Smartfone B,Celular,27,2000,104000,Loja 1,788
5/5/2024,Smartfone B,Celular,27,2000,108000,Loja 1,789
9/8/2024,Notebook B,Computadores,27,2500,32500,Loja 1,790
4/4/2024,Tablet A,Celular,27,1100,73700,Loja 1,791
6/8/2024,Tablet B,Celular,27,1000,59000,Loja 1,792
7/11/2024,Tablet B,Celular,27,1000,60000,Loja 1,793
4/25/2024,Smartfone B,Celular,27,2000,154000,Loja 1,794
5/19/2024,Notebook B,Computadores,27,2500,30000,Loja 1,795
5/19/2024,Tablet B,Celular,27,1000,45000,Loja 1,796
12/17/2024,Tablet B,Celular,27,1000,29000,Loja 1,797
2/10/2024,Tablet A,Celular,27,1100,84700,Loja 1,798
12/9/2024,Tablet A,Celular,27,1100,99000,Loja 1,799
10/1/2024,Tablet A,Celular,27,1100,72600,Loja 1,800
9/5/2024,Tablet B,Celular,27,1000,56000,Loja 1,801
1/3/2024,Tablet B,Celular,27,1000,97000,Loja 1,802
6/27/2024,Tablet A,Celular,27,1100,56100,Loja 1,803
3/4/2024,Tablet A,Celular,27,1100,68200,Loja 1,804
12/28/2024,Notebook A,Computadores,27,3000,153000,Loja 1,805
12/19/2024,Notebook B,Computadores,27,2500,30000,Loja 1,806
9/29/2024,Smartfone A,Celular,28,2200,105600,Loja 1,807
11/29/2024,Notebook B,Computadores,28,2500,242500,Loja 1,808
2/14/2024,Notebook B,Computadores,28,2500,70000,Loja 1,809
10/7/2024,Smartfone B,Celular,28,2000,178000,Loja 1,810
1/26/2024,Tablet B,Celular,28,1000,59000,Loja 1,811
4/16/2024,Tablet A,Celular,28,1100,57200,Loja 1,812
5/6/2024,Smartfone B,Celular,28,2000,74000,Loja 1,813
7/1/2024,Smartfone A,Celular,28,2200,35200,Loja 1,814
1/20/2024,Tablet A,Celular,28,1100,89100,Loja 1,815
7/7/2024,Tablet B,Celular,28,1000,86000,Loja 1,816
11/22/2024,Tablet B,Celular,28,1000,83000,Loja 1,817
7/12/2024,Notebook B,Computadores,28,2500,32500,Loja 1,818
12/1/2024,Tablet A,Celular,28,1100,49500,Loja 1,819
5/23/2024,Smartfone B,Celular,28,2000,26000,Loja 1,820
4/25/2024,Notebook B,Computadores,28,2500,222500,Loja 1,821
5/12/2024,Tablet A,Celular,28,1100,67100,Loja 1,822
4/5/2024,Smartfone B,Celular,28,2000,150000,Loja 1,823
6/20/2024,Tablet C,Celular,28,800,12800,Loja 1,824
10/1/2024,Smartfone B,Celular,28,2000,182000,Loja 1,825
12/12/2024,Smartfone B,Celular,28,2000,146000,Loja 1,826
7/5/2024,Notebook B,Computadores,28,2500,240000,Loja 1,827
11/14/2024,Tablet A,Celular,28,1100,25300,Loja 1,828
7/6/2024,Tablet C,Celular,28,800,73600,Loja 1,829
1/11/2024,Tablet B,Celular,28,1000,85000,Loja 1,830
7/22/2024,Notebook B,Computadores,28,2500,207500,Loja 1,831
1/1/2024,Notebook B,Computadores,28,2500,97500,Loja 1,832
5/28/2024,Smartfone A,Celular,28,2200,156200,Loja 1,833
